affiliation_id,affiliation_name,affiliation_country,affiliation_city
100361231,WaterWatch,Netherlands,Wageningen
100361824,National Aviary,United States,Pittsburgh
100361887,Inst. for Intl. Medical Education,United States,West Plains
100362060,Cuu Long Delta Rice Research Institute,Viet Nam,Can Tho
100362452,Hospital de Villajoyosa,Spain,Alicante
100362467,The Conference Board,United States,New York
100362661,Institute for European Environmental Policy,United Kingdom,London
100362836,Internat. Center for Law in Dev.,United States,New York
100362958,Fern Research Foundation,New Zealand,Kerikeri
100363873,Fisheries Research Institute,Malaysia,Penang
100364393,Shu-Te Institute of Technology,Taiwan,Kaohsiung
100364904,Konkan Krishi Vidyapeeth,India,Ratnagiri
100364909,Maternidade Climerio de Oliveira,Brazil,Salvador
100365120,Supreme Prosecutors' Office,South Korea,Seoul
100365138,Kosei Hospital,Japan,Tokyo
100365156,Iranian National Center for Addiction Studies,Iran,Tehran
100365158,Ivo de Carneri Foundation,Italy,Torino
100365170,Nihon Dental College,Japan,Niigata
100365325,Connaught Hospital,Sierra Leone,Freetown
100365351,Natl. Institute of Industrial Health,Japan,
100365550,Asian Development Bank Institute,Japan,Tokyo
100365570,Institute of Environmental Medicine,United States,New York
100365590,"National Center for Parasitology, Entomology and Malaria Control",Cambodia,Phnom Penh
100365845,East-West Center,United States,Honolulu
100366139,Asian Institute of Management,Philippines,Manila
100366338,Bribie Island Aquaculture Research Centre,Australia,
100366533,CSIRO Ctr. Mediterranean Agric. Res.,Australia,Perth
100366899,Wildlife Conservation Society,Congo,Brazzaville
100367099,Police Hospital,Thailand,Bangkok
100367599,Hong Kong Fire Services Department,Hong Kong,Hong Kong
100367736,Sterling Hospital,India,Ahmedabad
100367821,Kanagawa Prefectural Museum,Japan,Yokohama
100367825,Center for Independent Social Research,Russian Federation,Saint Petersburg (ex Leningrad)
100367828,Shikoku National Agricultural Experiment Station,Japan,Kagawa
100367950,Education for Health,United Kingdom,Warwick
100368073,"Institute of Epidemiology, Disease Control and Research",Bangladesh,Dhaka
100368714,Institute for Global Health,United States,San Francisco
100368791,Zentrum Moderner Orient,Germany,Berlin
100368894,Cangene Corporation,Canada,Winnipeg
100369343,Republic Polytechnic,Singapore,Singapore City
100369355,Health Research Center,United States,Salt Lake City
100369401,Oklahoma Heart Institute,United States,Tulsa
100369497,Mikocheni Agricultural Research Institute,Tanzania,Dar Es Salaam
100369558,College of Agriculture and Life Sciences,United States,Blacksburg
100369630,Aging Research Center,Sweden,Stockholm
100370259,Consultores Oftalmologicos,Argentina,Buenos Aires
100370884,Netherlands Institute of Social Sexological Research,Netherlands,Utrecht
100371251,Mines and Geosciences Bureau,Philippines,Manila
100371330,Natl Power Corp,Philippines,Quezon City
100372391,Marine Mammal Commission,United States,Bethesda
100372669,JETRO,Japan,Chiba
100372690,WHO Regional Office for the Eastern Mediterranean,Egypt,Cairo
100373382,Institute of the Society for Techno-innovation of Agriculture,Japan,Ibaraki
100373383,Genomic Engenharia Molecular Ltda,Brazil,Sao Paulo
100373609,Bureau of Soils and Water Management,Philippines,Quezon City
100373733,Hospital Group Twente,Netherlands,Hengelo
100373742,Iowa Clinic,United States,Des Moines
100373954,Institute for Genetic Engineering and Biotechnology,Bosnia and Herzegovina,Sarajevo
100374395,Servicio Canario de Salud,Spain,Santa Cruz de Tenerife
100374495,LAO-IRRI Project,Laos,
100374563,North Eastern Health Board,Ireland,Dublin
100375079,Barlicki University Hospital,Poland,Lodz
100376481,Wilbur Wright College,United States,Chicago
100376646,Belle Vue Clinic,India,Kolkata
100376650,School of Public Health,Australia,Sydney
100376668,German Development Institute,Germany,Bonn
100377624,Max Heart and Vascular Institute,India,New Delhi
100377744,St. George's Hospital,Hungary,Szekesfehervar
100378776,Institute for Social and Preventive Medicine,Switzerland,Basel
100378855,Loreto Nuovo Hospital,Italy,Naples
100380594,Institut für Vorratsschutz,Germany,Berlin
100380861,Island Hospital,Malaysia,Penang
100380865,ECONorthwest,United States,Eugene
100381248,Inst. Mineral. und Lagerstattenlehre,Germany,Aachen
100381657,East Tallinn Central Hospital,Estonia,Tallinn
100381804,University of Mandalay,Myanmar,
100382357,Natl. Inst. for Infectious Diseases,Japan,Tsukuba
100383074,Vertebrate Research,Germany,Munster
100383377,Gujarat State Fertilizer Co,India,Vadodara
100383400,N.D. Strazhesko Ukrain. Res. Inst. Cardiol.,Ukraine,Kiev
100383422,Centre for Research in Medical Entomology (ICMR),India,Madurai
100383461,Social Sectors Devmt. Strategies,United States,Sturgeon Bay
100383682,Prince of Wales Hospital,United Kingdom,London
100383793,Pasteur Mérieux Connaught,France,Lyon
100384600,Australian Technology Park,Australia,Sydney
100384689,Research Centre for Prevention and Health,Denmark,Glostrup
100384704,Clínica Medellín,Colombia,Medellin
100384751,Institute of Public Health,Pakistan,Lahore
100384809,University of the South Pacific,Vanuatu,
100384897,Academic Hospital,Suriname,Paramaribo
100385317,Mil. Infect. Dis. Research Program,United States,Fort Detrick
100385318,Integrated Treatment Centre,Hong Kong,Hong Kong
100386780,UP College of Public Health,Philippines,Manila
100386932,Royal Irrigation Department,Thailand,Bangkok
100387143,Hospital Comarcal de l'Alt Penedès,Spain,Barcelona
100387199,Tjongerschans Hospital,Netherlands,Heerenveen
100387332,Israel Center for Disease Control,Israel,Tel Hashomer tel Aviv
100388039,Inst. l'Environnement Rech. A.,Burkina Faso,Ouagadougou
100388114,Association for the Development of Earthquake Prediction,Japan,Tokyo
100388326,Bureau of Public Health,Japan,Tokyo
100388453,Centre Hospitalier Universitaire de Kamenge,Burundi,
100388796,Hospital Infantil Manuel de Jesus Rivera,Nicaragua,Managua
100389038,National Research Institute of Fertility Control,Pakistan,Karachi
100389701,TDI-Brooks International,United States,College Station
100390493,Marshall Agroecology Limited,United Kingdom,Winscombe
100390510,Development and Research Training in Human Reproduction,Switzerland,Geneve
100391182,University of,Malaysia,Malaya
100391271,Ministry of Interior,Bulgaria,Sofia
100391650,Centre Hospitalo-Universitaire de Kamenge,Burundi,
100391815,WWF,United States,Washington
100391865,Memphis and Shelby County Health Department,United States,Memphis
100392001,Economics and Research Department,,
100392262,Institute of Environment and Agricultural Research,Burkina Faso,Ouagadougou
100392349,Arrhythmia Associates,India,Mumbai
100392641,Children's Hospital,Germany,Hannover
100392785,Social Services Department,Hong Kong,Hong Kong
100392883,Conservatoire et Jardin Botaniques,Switzerland,Geneve
100393247,National SAFE KIDS Campaign,United States,Washington
100394086,ANRS,France,Paris
100394093,Fukuoka City Medical Association Hospital,Japan,Fukuoka
100394144,Agri-Food and Veterinary Authority,Singapore,Singapore City
100394742,Hidaka General Hospital,Japan,Gobo
100394810,Bee Research and Development Centre,Viet Nam,Hanoi
100395558,University Hospital,Brazil,Sao Paulo
100395626,Ministry of Health,Argentina,Buenos Aires
100395975,Institute of Medicine,Myanmar,
100396501,Critical Path Institute,United States,Tucson
100396511,Bank of Montreal,Canada,Toronto
100396908,Victorian Clinical Genetics Services,Australia,Melbourne
100396983,Hospital São Luiz,Brazil,Sao Paulo
100397996,Dr. Sulaiman Al Habib Hospital,Saudi Arabia,Riyadh
100398101,Division of Cardiology,United States,Seattle
100398218,WHO,United States,Washington
100398469,Cantonal Hospital Zenica,Bosnia and Herzegovina,Sarajevo
100398687,Medical Clinic,Sweden,Gothenburg
100398697,National Institute of Science and Technology,Philippines,Manila
100398772,"RiceTec, Inc.",United States,Alvin
100398982,Institute for Global Environmental Strategies,Japan,Hayama
100399191,Prevea Clinic,United States,Green Bay
100399299,LTS International,United Kingdom,Edinburgh
100399302,Ministry of Health,Belize,Belize City
100399488,The Rockefeller Foundation,Thailand,Bangkok
100400393,Gold Coast Sexual Health Clinic,Australia,Sydney
100400558,Microbial Diseases Laboratory,United States,Richmond
100400609,Public Health Consulting Ltd.,New Zealand,Wellington
100400751,Kagome Co.,Japan,Nasushiobara
100400797,National Pollution Control Commission,Philippines,Manila
100400932,Council on Health Research for Development,Switzerland,Geneve
100400987,Sano Hospital,Japan,Kobe
100401413,Fatimah Hospital,Malaysia,Ipoh
100401520,B.J. Med. Coll.,India,Pooma
100401802,Kavala General Hospital,Greece,Kavala
100401915,College of Agriculture,India,Mandla
100402197,Samueli Institute,United States,
100402215,Agence de Médecine Préventive,France,Paris
100402494,Azienda Ospedaliera Desenzano,Italy,Brescia
100402508,Ministry of Water and Irrigation,Jordan,Amman
100402807,Victoria Heart Institute Foundation,Canada,Victoria
100402891,Bustamante Hospital for Children,Jamaica,Kingston
100402933,Pediatric Oncology Group of Ontario,Canada,Toronto
100404157,UNESCO-ROSTA,Kenya,Nairobi
100404696,Ontario Cancer Treatment and Research Foundation,Canada,Ottawa
100404884,WHO,Egypt,Alexandria
100404919,Chongqing Cancer Institute,China,Chongqing
100405075,Faculty of Medicine,Canada,Winnipeg
100405253,University Hospital of Kinshasa,Congo,Leuven
100405725,LCG Consulting,United States,Los Altos
100405979,National Institute for Rheumatic Diseases,Slovakia,
100406805,Ministry of Health,Guatemala,Guatemala City
100406821,Milad Hospital,Iran,Tehran
100407187,Ministry of Labor,Japan,Tokyo
100407661,National Institute of Aeronautics and Space,Indonesia,Jakarta
100407663,Directorate of Health,Iceland,Reykjavik
100407664,International Rice Research Institute,India,New Delhi
100407958,Soil Science Department,United Kingdom,Harpenden
100408007,Directorate General of Health Services,Bangladesh,Dhaka
100408091,Ministry of Public Health,Afghanistan,Kabul
100408297,Centre Hospitalier de Dax,France,Dax
100408440,Universidad Autónoma Gabriel René Moreno,Bolivia,Santa Cruz
100408593,Leibniz-Institut für Pflanzengenetik und Kulturpflanzenforschung (IPK),Germany,
100408674,Nippon Ika University,Japan,Kawasaki
100408902,Hôpital Belle Idée,Switzerland,Chene-Bourg
100408954,Don Bosco Technical College,Philippines,
100409255,National Academy of Sciences,India,Allahabad
100409295,Oxford Policy Management,United Kingdom,Oxford
100409724,Medical City General Hospital,Philippines,Manila
100410400,"Waste Management, Inc.",United States,Cincinnati
100410660,Clínica Cardiovascular Santa María,Colombia,Medellin
100410735,Japan BCG Laboratory,Japan,Kiyose
100410806,Cebu Institute of Medicine,Philippines,Cebu
100410853,Beaver Medical Group,United States,Redlands
100410929,Institute for Clinical Social Work,United States,Chicago
100411253,Wake Technical Community College,United States,Raleigh
100411292,Qualigenics Diabetes Centre,Hong Kong,Hong Kong
100411675,Saratoga Associates,United States,Saratoga Springs
100411707,GHEN Corporation,Japan,Gifu
100411714,Graduate School of Science and Engineering,Japan,Tokyo
100412104,Upstate Medical University,United States,Syracuse
100412649,Scotland,United Kingdom,Dundee
100412929,World Life Research Institute,United States,
100413834,INDEPTH Network,Ghana,Accra
100413931,Thai Nguyen University,Viet Nam,
100414009,Hospital de Torrecárdenas,Spain,Almeria
100414012,Egyptian Environmental Affairs Agency,Egypt,Cairo
100414043,Cambodia-IRRI-Australia Project,Cambodia,Phnom Penh
100414083,PharmConsult,United States,New York
100414570,Ministry of the Environment,Norway,Oslo
100414609,Philippine Orthopedic Center,Philippines,Quezon City
100414669,Secretariat of the Convention on Biological Diversity,Canada,Montreal
100414861,Centre for Disease Control,Australia,Darwin
100415146,National Fisheries Authority,Papua New Guinea,Port Moresby
100415155,Hospital ng Maynila,Philippines,Manila
100415523,World Health Organisation,India,New Delhi
100416495,Asklepeion Hospital,Greece,Athens
100416518,CYCU,Taiwan,Chung-Li
100416556,Médecins du Monde,France,Paris
100416951,Teshreen Hospital,Syrian Arab Republic,Damascus
100417110,National Institute of Population Studies,Pakistan,Islamabad
100417195,Ministère de la Santé,Togo,Lome
100417483,Institute of Peace and Conflict Studies,India,New Delhi
100417972,Ministry of Health and Medical Services,Solomon Islands,London
100418142,Ministry of Agriculture and Cooperatives,Nepal,Kathmandu
100418488,Research Institute for Aquaculture No. 2,Viet Nam,Ho Chi Minh City
